,asin,name,category,description,price,rating,No_of_Rating
238,B000XJ0PG2,"Mason Natural Collagen Premium Skin Cream - Anti Aging Face and Body Moisturizer, Intense Skin Hydration and Firmness, Pear Scent, Paraben Free, 2 OZ",Skin Care,"Item Form


Cream




Brand


MASON NATURAL




Skin Type


Mature




Age Range (Description)


Adult




Scent


Pear",$6.99,4.3 out of 5 stars,"1,294 ratings"
239,B000XPC8MA,Concha Nacar De Perlop Whitening and Brightening Mask #3 2 oz,Skin Care,"Item Form


Cream,Mask




Brand


Perlop Cosmetics




Skin Type


All




Age Range (Description)


Adult




Item Weight


0.13 Pounds",$5.14,4.1 out of 5 stars,289 ratings
240,B000XTAA08,"TIGI Bed Head Superstar Volumizing Leave-In Conditioner, 6.76 Ounce",Hair Care,"Brand


TIGI




Hair Type


Oily, Dry, Normal




Liquid Volume


6.76 Fluid Ounces




Ingredients


Ingredients not available at this time.




Item Dimensions LxWxH


2 x 2 x 4 inches",$64.94,4.1 out of 5 stars,74 ratings
241,B000XTBEY4,"Farouk: BioSilk Shine On Aerosol 55% VOC, 5.3 oz",Skin Care,"Brand


BioSilk




Item Form


Spray




Ingredients


Cyclomethicone, Isobutane, Phenyl Trimethicone, C12-15 Alkyl Benzoate, SD Alcohol 40B, Propane, Ethyl Ester of Hydrolyzed Silk, Panthenol, Octyl Methoxycinnamate, Phenoxyethanol, Methylparaben, Propylparaben, Parfum.Cyclomethicone, Isobutane, Phenyl Trimethicone, C12-15 Alkyl Benzoate, SD Alcohol 40B, Propane, Ethyl Ester of Hydrolyzed Silk, Panthenol, Octyl Methoxyci…

See more





Product Benefits


Shining




Hair Type


Dry",$18.01,4.1 out of 5 stars,31 ratings
242,B000XTCFOC,"Abba Pure Color Protect Shampoo, 8.45-Ounce Bottle",Hair Care,"Brand


ABBA




Hair Type


Color Treated




Liquid Volume


8.5 Milliliters




Item Weight


0.25 Kilograms




Ingredients


Aqua (Water (Eau)), Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, PEG-150 Pentaerythrityl Tetrastearate, Glycerin, Polyquaternium-10, Glycol Stearate, Glycol Distearate, PEG-6 Caprylic/Capric Glycerides, Disodium EDTA, Cocos Nucifera (Coconut) Oil, Hydrolyzed Quinoa, Salvia Officinalis (Sage) Leaf Extract, Hydrolyzed Barley Protein, Hydrolyzed Soy Protein, Parfum (Fragrance), Limonene, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Phenoxyethanol, MethylisothiazolinoneAqua (Water (Eau)), Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, PEG-…

See more",$17.00,4.3 out of 5 stars,73 ratings
243,B000XY9LT4,"Eucerin Intensive Repair Lotion - Rich Lotion for Very Dry, Flaky Skin - Use After Washing With Hand Soap - 16.9 Fl Oz",Skin Care,"Item Form


Liquid




Brand


Eucerin




Skin Type


Dry




Age Range (Description)


Adult




Scent


Unscented",$9.24,4.7 out of 5 stars,"13,960 ratings"
244,B000XYD7CG,"Scunci No-slip Grip Oval Snap Clips, 3 Count",Hair Care,"Brand


Scunci




Material


Rubber




Hair Type


All




Item Dimensions LxWxH


6.5 x 2.75 x 0.25 inches




Item Weight


0.04 Pounds",$2.51,4.3 out of 5 stars,119 ratings
245,B000Y18UKM,Raw Shea Butter Body Wash 13 Ounces,Skin Care,"Special Ingredients


Shea Butter, Jojoba Oil, Cocoa Butter




Item Form


Liquid




Brand


Nubian Heritage




Skin Type


All




Age Range (Description)


Adult",$13.08,4.7 out of 5 stars,331 ratings
246,B000Y1JT8E,"Nexxus Humectress Moisturizing Conditioner, 44 Fl Oz",Hair Care,"Brand


Nexus




Liquid Volume


44 Fluid Ounces




Item Dimensions LxWxH


3 x 3 x 10 inches




Product Benefits


Moisturizing




Item Weight


3.05 Pounds",$39.59,4.7 out of 5 stars,"1,168 ratings"
247,B000Y4357C,"Blue Perfumes Blue Eau De Toilette Spray for Men, 4.2 Fluid Ounce",Fragrance,"Brand


Blue Perfumes




Scent


Lavender, Mint, Orange Blossom, Woods




Item Form


Spray




Item Weight


4.5 Grams




Item Volume


125 Milliliters",$39.99,4.2 out of 5 stars,"2,138 ratings"
248,B000Y8X0LE,"Alba Botanica Hawaiian Enzyme Face Cleanser, Pineapple, 8 oz",Skin Care,"Item Form


Liquid




Brand


Alba Botanica




Scent


Pineapple Enzyme Facial Cleanser




Ingredients


Aqua (water), decyl glucoside, cocamidopropyl hydroxysultaine, glycerine, aloe barbadensis leaf juice (1), ananas sativus (pineapple) fruit extract (1), carica papaya (papaya) fruit extract, hisbiscus sabdariffa flower extract (1), passiflora incarnata flower extract (1), guar hydroxypropyltrimonium chloride, bromelain, maltodextrin, panthenol, sodium PCA, coco-glucoside, glyceryl oleate, xanthan gum, citric acid, alcohol (1), benzyl alcohol, sodium benzoate, potassium sorbate, benzyl ...Aqua (water), decyl glucoside, cocamidopropyl hydroxysultaine, glycerine, aloe barbadensis leaf juice (1), ananas sativus (pineapple) fruit extract (1), caric…

See more





Item Weight


0.5 Pounds",$8.89,4.4 out of 5 stars,472 ratings
249,B000YA3HVK,"L'Oreal Paris Skincare Sublime Bronze Tinted Self-Tanning Lotion, Medium Natural Tan, Sunless tanning lotion, 5 Fl Oz",Skin Care,"Brand


L'Oreal Paris




Ingredients


Aqua/Water, Alcohol Denat., Dihydroxyacetone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Caramel, Vp/Va Copolymer, Synthetic Fluorphlogopite, Parfum/Fragrance, Xanthan Gum, C14-15 Alkyl Citrate, Methylparaben, Ppg 26 - Buteth 26, Peg 60 Hydrogenated Castor Oil, Glycine Soja/Soybean Oil, Tocopherol, Butyl Phenyl Methylpropional, Hexyl Cinnamal, Linalool, Benzyl Salicylate, Ci 15985/Yellow 6, Alpha-Isomethyl Ionone, Citronellol, Limonene, Geraniol, Ci 17200/Red 33, F.I.L. D10766/1 Us Patent PendingAqua/Water, Alcohol Denat., Dihydroxyacetone, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Caramel, Vp/Va Copolymer, Syn…

See more





Skin Tone


Medium




Product Benefits


Smoothening




Item Weight


0.3 Pounds",$8.59,4.6 out of 5 stars,"2,798 ratings"
250,B000YB1XRO,"Kent A FOT Handmade All Fine Tooth Saw Cut Beard Comb - Pocket Comb and Travel Comb - Styling Comb or Wet Comb for Fine or Thinning Hair, Beard Care, and Hair Care for the Essential Kent Beard Kit",Shave & Hair Removal,"Material


Cellulose Acetate, Celluloid




Size


1 Pack




Color


A-Tortoiseshell




Brand


KENT




Hair Type


Beard, Mustache, Fine, Normal, Moustache",$9.95,4.7 out of 5 stars,"4,151 ratings"
251,B000YB3NL8,Kent 10T Large Wide Tooth Comb - Rake Comb Hair Detangler / Wide Tooth Comb for Curly Hair - Beard Combs/Hair Comb Hair Care Detangling Comb - Hair Comb for Men Hair Supplies - Natural Hair Comb Set,Hair Care,"Material


Cellulose Acetate, Celluloid




Size


1 PACK




Color


Tortoiseshell




Brand


KENT




Hair Type


Curly",$14.80,4.7 out of 5 stars,"1,138 ratings"
252,B000YB6TIM,"Kent 6T 6.9 Inch Double Tooth Hair Dressing Comb, Fine and Wide Tooth Dresser Comb For Hair, Beard and Mustache, Coarse and Fine Hair Styling Grooming Comb for Men, Women and Kids. Made in England",Hair Care,"Material


Cellulose Acetate, Celluloid




Size


1 Pack




Color


A-Tortoiseshell




Brand


KENT




Hair Type


All",$12.50,4.8 out of 5 stars,556 ratings
253,B000YBNL2Y,"jane iredale PurePressed Base Mineral Foundation Refill or Refillable Compact Set| Semi Matte Pressed Powder with SPF | Talc Free, Vegan, Cruelty-Free",Makeup,"Color


Honey Bronze




Brand


Jane iredale




Skin Tone


All




Special Feature


Contains powerful antioxidants such as pine bark extract and pomegranate extract that help minimize UV damage.Contains powerful antioxidants such as pine bark extract and pomegranate extract that help…

See more





Finish Type


Sheer,Matte,Satin",$44.00,4.8 out of 5 stars,"3,923 ratings"
254,B000YBZIAC,Nippon Kodo Deitanseki Soap 5.3oz,Skin Care,"Item Form


Bar




Brand


Nippon kodo




Skin Type


Oily, Combination, Dry, Normal




Ingredients


Soap base, water, charcoal, papin papaya enzyme, bentonite absorbent clay, kaolin clay, glycerin, fragrance, EDTA4Na, etidronic acid.Soap base, water, charcoal, papin papaya enzyme, bentonite absorbent clay, kaolin clay, glycerin, fragrance, EDTA4Na, etidronic acid.

See more





Item Dimensions LxWxH


4.5 x 2 x 1 inches",$14.70,4.5 out of 5 stars,223 ratings
255,B000YC718S,Dermalogica Antioxidant Hydramist Toner - Anti-Aging Toner Spray for Face that helps Firm and Hydrate Skin - For Use Throughout the Day,Skin Care,"Item Form


Spray




Brand


Dermalogica




Specific Uses For Product


After cleansing, spritz directly onto face and neck, avoiding the eyes, or as a refreshing spritz during the dayAfter cleansing, spritz directly onto face and neck, avoiding the eyes, or as a refreshing spritz d…

See more





Skin Type


Dry




Item Weight


0.44 Pounds",$45.00,4.7 out of 5 stars,"1,283 ratings"
256,B000YDF6CA,"Almay Liquid Eyeliner, Waterproof and Longwearing, Hypoallergenic, Cruelty Free, -Fragrance Free, Ophthalmologist Tested, 221 Black, 0.1 oz",Makeup,"Brand


Almay




Item Form


Liquid




Ingredients


Ingredients: Aqua (Water), Eau), Propylene Glycol, Triethanolamini, Oleyl Alcohol, Magnesium Aluminum Silicate, Stearic Acid, Xanthan Gum, Glyceryl Stearate, Hectorite, Cellulose, Acrylates/C10 30 Alkyl, Acrylate Crosspolymer, Isopropylparaben, Butylparaben, Isobutylparaben. may Contain: Iron Oxides, Mica, Titanium Dioxide, Ultramarines.Ingredients: Aqua (Water), Eau), Propylene Glycol, Triethanolamini, Oleyl Alcohol, Magnesium Aluminum Silicate, Stearic Acid, Xanthan Gum, Glyceryl Stearat…

See more





Coverage


Eyes




Item Weight


0.01 Pounds",$5.87,4.4 out of 5 stars,"2,196 ratings"
257,B000YDL5SE,Conair 1875 Watt 3-in-1 Styling Hair Dryer with Ionic Technology and 3 Attachments,Hair Care,"Hair Type


All




Color


1875 Watts




Brand


Conair




Material


Silver




Item Dimensions LxWxH


2.2 x 12 x 7.5 inches",$17.99,4.6 out of 5 stars,"3,784 ratings"
258,B000YG82HI,"Avalon Organics Intense Defense with Vitamin C, Facial Serum 1 oz",Skin Care,"Ingredients


Aqua (Water), aloe barbadensis leaf juice, glycerin, polyglyceryl-6 distearate, helianthus annuus (sunflower) seed oil, cetyl alcohol, squalane, theobroma cacao (cocoa) seed butter, citrus aurantium bergamia (bergamot) fruit oil, citrus aurantium dulcis (orange) peel oil, citrus limon (lemon) peel oil, borago officianalis seed oil, linum usitatissimum (linseed) seed oil, rosa canina fruit oil, arnica montana flower extract, calendula officinalis flower extract. camellia sinensis leaf ...Aqua (Water), aloe barbadensis leaf juice, glycerin, polyglyceryl-6 distearate, helianthus annuus (sunflower) seed oil, cetyl alcohol, squalane, theobro…

See more





Active Ingredients


Vitamin_c




Product Benefits


Smoothening




Brand


Avalon Organics




Indications


For all skin types.",$19.89,4.5 out of 5 stars,527 ratings
259,B000YJ2SLG,CeraVe Daily Moisturizing Lotion for Dry Skin | Body Lotion & Facial Moisturizer with Hyaluronic Acid and Ceramides | 12 Ounce,Skin Care,"Special Ingredients


Hyaluronic Acid




Item Form


Lotion




Brand


CeraVe




Skin Type


Oily, Sensitive, Dry, Normal




Age Range (Description)


Adult",$11.38,4.7 out of 5 stars,"58,606 ratings"
260,B000YL8NOK,Swisspers Organics Cotton Balls - 80,Tools & Accessories,"Size


80 Count (Pack of 1)




Brand


Swisspers




Material


Cotton




Unit Count


80 Count",$5.89,4.5 out of 5 stars,565 ratings
261,B000YOFQII,ORS HAIRestore Uplifting Shampoo with Nettle Leaf and Horsetail Extract,Hair Care,"Brand


ORS HAIRestore




Scent


Clean Scent




Hair Type


All




Liquid Volume


251 Milliliters




Item Weight


0.56 Pounds",$13.99,4.6 out of 5 stars,427 ratings
262,B000YTA4TO,DuWop Cosmetics Lip Venom Lip Plumping Balm - Original,Makeup,"Brand


DuWop Cosmetics




Color


Original




Ingredients


Polyisobutene, Simmondsia Chinensis (Jojoba) Oil, Persea Gratissima (Avocado) Oil, Helianthus Annuus (Sunflower) Seed Oil, Flavors/Aroma, Camellia Sinensis (Green Tea Leaf) Extract, D&C Red #7 Lake (CI 15850)Polyisobutene, Simmondsia Chinensis (Jojoba) Oil, Persea Gratissima (Avocado) Oil, Helianthus Annuus (Sunflower) Seed Oil, Flavors/Aroma, Camellia Sinen…

See more





Item Form


Oil




Item Weight


0.12 Ounces",$15.99,4.2 out of 5 stars,"1,770 ratings"
263,B000YTGT6Q,"Weleda Rosemary Conditioning Hair Oil, 1.7 Fl Oz (Pack of 1)",Skin Care,"Item Form


Liquid




Brand


Weleda




Skin Type


Wet, Dry




Age Range (Description)


Adult




Scent


Rosemary Hair Oil",$17.40,4.4 out of 5 stars,"2,131 ratings"
264,B000YZ4MSC,"Kenra Professional Volume Hair Spray #25, 55% VOC, 10 oz, 2 Count",Hair Care,"Brand


Kenra Professional




Item Form


Spray




Ingredients


Denatured Alcohol (SD Alcohol 40), Hydrofluorocarbon 152a, Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer, Aminomethyl Propanol, AMP-Isostearoyl Hydrolyzed Wheat Protein, Parfum/Fragrance, PEG/PPG-17/18 Dimethicone, Benzophenone-4, Phenyl Trimethicone, Triethyl Citrate, PanthenolDenatured Alcohol (SD Alcohol 40), Hydrofluorocarbon 152a, Octylacrylamide/Acrylates/Butylaminoethyl…

See more





Product Benefits


Super hold up to 120 hours. 24-hour humidity resistance. Wind resistant up to 25 MPH. Flake-free. Fast-drying.Super hold up to 120 hours. 24-hour humidity resistance. Wind resistant up to 25 MPH. Flake-free. Fast-drying.

See more





Hair Type


All",$34.98,4.8 out of 5 stars,998 ratings
265,B000YZGPKU,"Motions At Home Moisture Plus Conditioner, 13 Ounce Bottle",Hair Care,"Brand


Motions




Scent


Avocado Oil




Liquid Volume


13 Fluid Ounces




Ingredients


Aqua, Mineral Oil (Paraffinum Liquidum), Polyquaternium-32, Glycerine, Quaternium-80, Dimethicone Peg-7, Isostearate, Dimethicone, Panthenol, Dmdm Hydantoin, Amyl Cinnamal, Benzyl Salicylate, Butylphenyl Methyl Propional, Linalool, Parfum (Fragrance).Aqua, Mineral Oil (Paraffinum Liquidum), Polyquaternium-32, Glycerine, Quaternium-80, Dimethicone Peg-7, Isostearate, Dimethicone, Panth…

See more





Item Dimensions LxWxH


3.05 x 1.95 x 7.55 inches",$16.95,4.3 out of 5 stars,103 ratings
266,B000Z43P80,"Maybelline New York Define-A-Lash Volume Washable Mascara, 821 Very Black, 0.22 Fluid Ounce",Makeup,"Ingredients


Water (Aqua), Beeswax (Apis Mellifera), Cera Alba (Beeswax), Acacia Gum (Acacia Senegal) Extract, Stearic Acid, Cera Carnauba (Copernicia Cerifera Wax), Palmitic Acid, Triethanolamine, Talc, PTFE, Hydroxyethylcellulose, PEG 40 Stearate, Amino Methyl Propanol, Panthenol, Methylparaben, Rayon, Sodium Polymethacrylate, Propylparaben, Synthetic Beeswax, Simethicone, Hydroxypropyl Chitosan, BHT, 2 Oleamido 1, VP/Eicosene Copolymer, 3 Octadecanediol, Polyquaternium 10, Silica, May Contain (+/-):, CI, 77492, CI 77499, CI 77491 (Iron Oxides), CI 77266 (Black 2) (Black 2), CI 77891 (Titanium Dioxide) (Titanium Dioxide), Mica, CI 75470 (Carmine) (Carmine), CI 77288 (Chromium Oxide Greens) (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green) (Chromium Hydroxide Green), CI 77742 (Manganese Violet) (Manganese Violet), CI 77007 (Ultramarines), CI 77510 (Ferric Ferrocyanide)Water (Aqua), Beeswax (Apis Mellifera), Cera Alba (Beeswax), Acacia Gum (Acacia Senegal) Extract, Stearic Acid, Cera Carnauba (Copernicia Cerifera Wax…

See more





Item Volume


6 Milliliters




Is Waterproof


False




Unit Count


1 count




Brand


Maybelline New York",$12.42,4.1 out of 5 stars,141 ratings
267,B000Z4NDLO,"Clinique Super City Block, Oil-Free Daily Face and Skin Protector and Moisturizer, Broad Spectrum SPF 40 UVA/UVB Sun-Blocking Ingredients, Free of Parabens, Phthalates, and Sulfates, 1.4 Fl Oz",Skin Care,"Ingredients


Antioxidants




Scent


Unscented




Sun Protection


40 SPF




Item Weight


0.06 Kilograms




Skin Type


All",$43.70,4.8 out of 5 stars,884 ratings
268,B000Z4SIBY,"Clinique Clarifying Lotion 3 for Unisex, 6.7 Ounce",Skin Care,"Item Form


Lotion




Brand


Clinique




Skin Type


Oily




Age Range (Description)


Adult




Item Weight


14.2 Grams",$17.00,4.8 out of 5 stars,378 ratings
269,B000Z605H2,"Too Faced Cosmetics Lip Injection Extreme, 0.14 oz",Makeup,"Brand


Too Faced




Ingredients


Mineral Oil (Paraffinum Liquidum), Ethylene, Propylene, Styrene Copolymer, Butylenes, Jojoba (Buxus Chinensis) Oil, Ethylhexyl Palmitate, Tribehenin, Sorbilol, Isostearate, Palmitoyl, Oligopeptide, Tocopheryl Acetate, Benzylncotinate, Capsicum Chinense Extract, Propylparaben, Flavor/Parfum, May Contain: Mica, Red 33/Rouge 33, Red 7 Lake/Rouge 7, Yellow 5 Lake (Cl 19140), Iron Oxides (CI 77491, 77492, 77499)Mineral Oil (Paraffinum Liquidum), Ethylene, Propylene, Styrene Copolymer, Butylenes, Jojoba (Buxus Chinensis) Oil, Ethylhexyl Palmitate, Tribehen…

See more





Item Form


Serum




Item Weight


0.01 Pounds




Item Dimensions LxWxH


0.97 x 0.97 x 3.68 inches",$26.48,4.2 out of 5 stars,"1,388 ratings"
270,B000Z61PEY,"Nars Highlighting Blush - Albatross By Nars for Women - 0.16 Oz Blush, 0.16 Oz",Makeup,"Color


Albatross




Brand


NARS




Finish Type


Sheer




Item Weight


498.96 Grams




Item Dimensions LxWxH


2.9 x 0.7 x 3.8 inches",$29.50,4.3 out of 5 stars,125 ratings
271,B000Z61SKU,ARCONA Cranberry Toner 4.05 fl oz,Skin Care,"Ingredients


Hamamelis Virginiana Extract (Witch Hazel), Rice Milk, Sodium Lactate, Vaccinium Macrocarpon Fruit Extract (Cranberry), Camellia Sinensis (White Tea) Extract (White Tea), Vitis Vinifera Seed Extract (Grape), D Alpha Tocopherol (Vitamin E), Citric Acid, Essential OilsHamamelis Virginiana Extract (Witch Hazel), Rice Milk, Sodium Lactate, Vaccinium Macrocarpon Fruit Extract (Cranberry), Camellia Sinensis (White Tea) Extract (W…

See more





Brand


ARCONA




Skin Type


Oily, Combination, Dry, Normal




Item Weight


0.23 Pounds




Product Benefits


Nourishing,Hydrate",$32.25,4.8 out of 5 stars,187 ratings
272,B000Z8YTMW,"At Last Naturals MSM Soap Bar, Reduce Fine Lines and Wrinkles, Soothing Herbal Moisturizer with Aloe Vera, Vitamin E, Essential Oils to Promote Healthy Skin (3 oz)",Skin Care,"Item Form


Bar




Brand


At Last Naturals




Scent


Orange




Skin Type


Acne Prone




Age Range (Description)


Adult",$10.90,4.4 out of 5 stars,274 ratings
273,B000ZECIDS,"Nubian Heritage Body Wash, Honey and Black Seed, 13 Fluid Ounce",Skin Care,"Item Form


Oil




Brand


Nubian Heritage




Scent


Honey & Blackseed




Skin Type


All




Age Range (Description)


Adult",$10.99,4.7 out of 5 stars,433 ratings
274,B000ZFI2PA,"Dr. Woods Natural Raw African Black Moisturizing Liquid Castile Soap, 32 Ounce",Skin Care,"Item Form


Liquid




Use for


Whole Body




Brand


Dr. Woods




Scent


Black Soap




Skin Type


Oily, Dry",$14.49,4.6 out of 5 stars,"1,070 ratings"
275,B000ZMBSPE,Aztec Secret - Indian Healing Clay - 2 lb. | Deep Pore Cleansing Facial & Body Mask | The Original 100% Natural Calcium Bentonite Clay – New! Version 2,Skin Care,"Brand


Aztec Secret




Ingredients


Natural Calcium Bentonite (Green) Clay




Skin Type


Sensitive




Scent


Bentonite Clay




Product Benefits


Cleansing",$19.95,4.7 out of 5 stars,"18,405 ratings"
276,B000ZMEW66,Aubrey Blue Chamomile Shampoo | Adds Shine & Hydrates | Moroccan Blue Chamomile & Argan Oils | Normal Hair | 75% Organic Ingredients | 16oz,Hair Care,"Brand


AUBREY




Scent


Chamomile




Hair Type


Normal




Liquid Volume


16 Fluid Ounces




Item Weight


1.1 Pounds",$18.56,3.8 out of 5 stars,179 ratings
277,B000ZOHOQO,"KIRKLAND SIGNATURE Minoxidil for Men 5% Minoxidil Hair Regrowth Treatment 12 Months Supply Unscented 1 Year, White",Hair Care,"Ingredients


Minoxidil 5%




Brand


Kirkland Signature




Scent


Unscented




Item Weight


0.7 Kilograms




Age Range (Description)


Adult",$49.99,4.4 out of 5 stars,"2,016 ratings"
278,B000ZZQMCK,"Marc Anthony Strictly Curls Curl Defining Styling Lotion, 8.3 Ounce Tube with Silk Protein and Vitamin E for Curl Definition",Hair Care,"Brand


Marc Anthony




Item Form


Lotion




Ingredients


Aqua/Water/Eau, Glycerin, Polysorbate 20, VP/VA Copolymer, Hydroxyethylcellulose, Carbomer, Phenoxyethanol, Panthenol, Caprylyl Glycol, Styrene/VP Copolymer, Propylene Glycol, Sodium Hydroxide, Limonene, Parfum (Fragrance), Cyclotetrasiloxane, Tocopheryl Acetate, Sodium Acetate, Polyquaternium-7, Hexyl Cinnamal, Benzyl Benzoate, Isopropyl Alcohol, Cellulose, Hydrolyzed Silk, Citral, Linalool, Sorbic Acid, Sodium Benzoate, Benzyl Alcohol, Potassium Sorbate, CI 19140 (Yellow 5)Aqua/Water/Eau, Glycerin, Polysorbate 20, VP/VA Copolymer, Hydroxyethylcellulose, Carbomer, Phenoxyethanol, Panthenol, Caprylyl Glycol, Styrene…

See more





Product Benefits


Does not contain alcohol.




Hair Type


Kinky-Curly-Wavy",$6.92,4.5 out of 5 stars,"5,523 ratings"
279,B000ZZU97O,"Alba Botanica Hawaiian Hand & Body Lotion, Replenishing Cocoa Butter, 6 oz (Packaging May Vary)",Skin Care,"Special Ingredients


Cocoa Butter




Item Form


Lotion




Brand


Alba Botanica




Skin Type


Dry




Age Range (Description)


Adult",$6.32,4.6 out of 5 stars,"1,104 ratings"
280,B00106AC06,"Motions At Home Deep Penetrating Treatment Conditioner, 10-Ounce Jar",Hair Care,"Brand


Motions




Hair Type


Frizzy, Dry, Damaged




Liquid Volume


16 Fluid Ounces




Ingredients


Water (Aqua), Mineral Oil (Paraffinum Liquidum), Polyquaternium-32, Caprylic/Capric Triglyceride, Glycereth-31, Dimethicone Peg-7 Isostearate, Ppg-1 Trideceth-6, Fragrance (Parfum), Dmdm Hydantoin, Hydrolyzed Collagen, Hexyl Cinnamal, Linalool, Iodopropynyl Butylcarbamate, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl Methylpropional, Citronellol, Geraniol, Limonene.Water (Aqua), Mineral Oil (Paraffinum Liquidum), Polyquaternium-32, Caprylic/Capric Triglyceride, Glycereth-31, Dimethicone Peg-7 Isostearate, Ppg-1…

See more





Age Range (Description)


Adult",$25.84,3.6 out of 5 stars,29 ratings
281,B0010BBCFK,"Premier Dead Sea Classic original Miracle Noir Mask, Age defying, detoxifying, hydrating, nourishing, exfoliating , anti oxidant All in one best mask 2.04 Fl oz.",Skin Care,"Brand


Premier by Dead Sea Premier




Ingredients


Dead Sea Black Mud and Iron Hydroxide (Iron Mineral Powder) (Sea Silt), Sweet Almond (Prunus Amygdalus Dulcis) Oil, Sorbitan Sesquioleate, Beeswax, Decyl Oleate, Jojoba (Buxus Chinensis) Oil, Lanolin, Sodium Stearate, Aluminum Stearate, Isopropyl Myristate, Sodium Borate, Glycerin, Urea, Imidazolidinyl Urea, BHT, Sodium Dehydroacetate, Propylene Glycol, Liposome Complex, Ginkgo Biloba Extract, Musk Rose (Rosa Moschata) Oil,Tocopherol, Retinal Acetate, Lecithin, Eucaliptus Oil, Disodium EDTA, Aloe Barbadensis ExtractDead Sea Black Mud and Iron Hydroxide (Iron Mineral Powder) (Sea Silt), Sweet Almond (Prunus Amygdalus Dulcis) Oil, Sorbitan Sesquioleate, Beeswax, Decyl Ol…

See more





Skin Type


Acne Prone




Product Benefits


Exfoliator,Exfoliating




Item Form


Mask",$84.90,4.4 out of 5 stars,152 ratings
282,B0010ED5FC,"Palmer's Cocoa Butter Formula Massage Lotion For Stretch Marks, Pregnancy Skin Care, 8.5 Ounces",Skin Care,"Special Ingredients


Cocoa Butter, Shea Butter, Vitamin E, Lutein, Argan Oil, Almond Oil, Coconut Oil




Item Form


Lotion




Brand


Palmer's




Use for


Whole Body




Specific Uses For Product


Stretch Marks",$5.29,4.6 out of 5 stars,"29,438 ratings"
283,B0010EPQ36,"J.R. Watkins Natural Moisturizing Hand Cream, Hydrating Hand Moisturizer with Shea Butter, Cocoa Butter, and Avocado Oil, USA Made and Cruelty Free, 3.3oz, Lemon Cream, Single","Foot, Hand & Nail Care","Special Ingredients


Shea Butter, Avocado Oil, Cocoa Butter




Item Form


Cream




Brand


J.R. Watkins




Use for


Hands




Skin Type


Sensitive",$8.74,4.6 out of 5 stars,"4,439 ratings"
284,B0010H93A0,Supre Smoke Black Bronzer Tanning Lotion 10.5 ounce,Skin Care,"Brand


Supre




Ingredients


Minerals




Skin Tone


All




Product Benefits


Anti-Wrinkle




Item Weight


0.66 Pounds",$23.97,4.3 out of 5 stars,"1,118 ratings"
285,B0010KR098,"Hollywood Beauty Castor Oil Hair Treatment with Mink Oil, 7.5 Ounce",Hair Care,"Brand


Hollywood Beauty




Item Form


Oil




Ingredients


Hollywood Beauty Oil Complex, Mink Oil, Sweet Almond Oil, Tocopheryl Acetate (Vitamin E), Jojoba Oil, Paraffin Oil, Safflower Oil), Lanolin, Cocoa Butter, Propylparaben, FragranceHollywood Beauty Oil Complex, Mink Oil, Sweet Almond Oil, Tocopheryl Acetate (Vitamin E), Jojoba Oil, Paraffin Oil, Safflower Oil), Lanolin, Cocoa Butte…

See more





Product Benefits


Strengthening, Moisturizing, Breakage Control




Hair Type


Color Treated, Dry",$5.76,4.5 out of 5 stars,644 ratings
286,B0010NRXYM,"Tigi Bed Head Hair Stick, 2.57 Ounce",Hair Care,"Brand


The Tea Nation




Item Form


Liquid




Hair Type


All




Liquid Volume


75 Milliliters",$18.74,4.5 out of 5 stars,"10,192 ratings"
287,B0010O3URU,MANIC PANIC Goth White Cream To Powder Foundation,Makeup,"Color


Goth White




Brand


MANIC PANIC




Coverage


Full




Skin Tone


Very Light, Medium, VeryFair




Finish Type


Matte",$14.95,4.4 out of 5 stars,"1,896 ratings"
288,B0010P55I6,Bareminerals Matte Foundation Spf 15 Fair 01 6 G / 0.21 Ounce,Makeup,"Color


Fair




Brand


BareMinerals




Ingredients


Active Ingredients:: Titanium Dioxide 12.6%, Zinc Oxide 21%. Inactive Ingredients: Bismuth Oxychloride, Mica, Iron Oxides, Zinc Oxide, Titanium DioxideActive Ingredients:: Titanium Dioxide 12.6%, Zinc Oxide 21%. Inactive Ingredients: Bismuth Oxychloride, Mica, Iron Oxides, Zinc Oxide, Titanium Dioxide

See more





Coverage


Buildable




Skin Tone


Very Light",$23.64,4.5 out of 5 stars,261 ratings
289,B0010PXW5Y,Affirm FiberGuard Sustenance Fortifying Treatment Avlon 32 oz Treatment For Unisex,Hair Care,"Brand


Affirm FiberGuard Sustenance Fortifying Treatment




Hair Type


Damaged,Dry




Liquid Volume


950 Milliliters




Product Benefits


Smoothening




Item Weight


0.31 Pounds",$37.98,4.6 out of 5 stars,340 ratings
