,Unnamed: 0,asin,helpful,Not helpful,review_concat,summary_concat,overall rating,name,category,description,price,rating,No_of_Rating
837,837,B000P276WS,0.2,0.2,bought husband liked scent high quality cologne great price would recommend age really like smellcarlos santana carlos santana men cologne spray 34 oz gave son like way smell not impress guess 4 star although people like taste like bought cologne spray 34 oz size husband 3 year ago he still using us cologne every day 365 day year bottle going last quite long time husband like carlos santana cologne flippin love not think go wrong cannot tell much fragrance note tell still love smelling hubby every day 3 year lot good review took chance cologne due low price sweet liking not care maybe not still use time time due fact already bought usable not feel content okay decided try cologne know c excellent musician must say cologne excellent music fragrance clean fresh hint masculine muskvery lightly added mix remember fragrance time comeits keeper,santana mature cologne carlos santana carlos santana 7525 love cologne sweet extremely good,5,Carlos Santana By Carlos Santana For Men. Cologne Spray 3.4 oz,Fragrance,"Brand


Carlos by Carlos Santana




Ingredients


Mandarin bergamot vanilla cinnamon bark sandalwood lavender tonka bean leather Maja soap accord apple cypress wood cedar musk benzoin amber patchouliMandarin bergamot vanilla cinnamon bark sandalwood lavender tonka bean leather Maja soap accord apple cypress wood cedar musk benzoin amb…

See more





Item Form


Spray




Item Weight


1 Pounds




Item Volume


100 Milliliters",363.08,4.7,108
838,838,B0001YOMD6,0.5,0.5,high quality bought teen scent something would consider elderly woman good quality product though wearing touch year time thought would try version different trusted would like without sampling loved original touch soft elegant scent best describe love love perfume smell sweet sweet bottle pink cute get many compliment perfume like touch love touch love romantic scent think highly recommend cannot go wrong bought bottle smooth smell not smell cheap price wear ok pay daughter luvs scent bought birthday feb know excited get,fred hayman soft elegant smell wonderful sweet love fragrance like bottle love touch love,3,"Touch with Love Eau De Parfum Spray for Women by Fred Hayman, 1.7 Ounce",Fragrance,Brand Fred Hayman Item Form Spray Item Weight 0.41 Ounces Item Volume 1.7 Fluid Ounces Age Range (Description) Adult,9.99,4.1,98
841,841,B000XE247K,1.7,1.7,remember scent child love bottle received mail smelled awful no way original scent item virtually impossible find continue ordering price right thanks basically smell awesomei recommend highlyladies make purchase right awaybelieve not regret famous fragrance created perfume genius francois coty later copied tweaked jacque guerlain form expenive lheure blue lheure blue still sold neiman marcus universally admired recently sampled lheure blue neimans decided order lorigan reading perfume review several site online frankly let lheure blue found cold flat puzzled popularity received bottle lorigan not expecting like surprise lorigan beautiful understand reviewer praise perfume amazingly feminine soft spicy oriental combine orange blossom vanilla spice nose smell somewhat similar tresor dash orange blossom amazing quality notice fragrance basically soft yet last forever perfect projection not overwhelming yet softly make known unintrusive fashion one womanly perfume ever smelled ladylike soft classic yet not dull flat think could great fragrance occasion age classic versatile incidentally perfume fragrance used scent coty face powder kind sat grandma vanity even though created 100 year ago not smell like old lady try doubt regret best price quality defies logic monsieur coty creative genius lorigan lovely testimony skill hundred hot seller not smell half good disappear shortly praying proudly put shelf next dior addict dior hypnotic poison coco chanel review made expect little traditional sweet spicy smell kind woman used wear 30 year back think mother would love belong different generation lorigan reminds old closet clothes smelling old perfume not bad also not something iwould want wear love perfume summer soft smell reasonable price recommend anyone looking something not expensive smell yummygreat product love scent reminds grandmother love great price arrived quickly,no way real thing satisfied old fragrance created francois coty 1905 genuine timeless classic okay not nice expected pallagunaniguel love scent,5,L'Origan By Coty For Women. Mist Spray 1.8 Oz / 53 Ml,Fragrance,"Brand


Coty




Ingredients


A blend of rich exotic florals.




Item Form


Spray




Item Weight


1 Pounds",82.0,4.3,156
847,847,B000C21BT0,2.9,3.3,must stress not bad fragrance certain element not mess well first tested department store constantly see fragrance discount store frequent thank goodness sampled first would gifted best friend not smoke eat moderate amount spicy food might effect fragrance week sampled not consume spicy food sale associate spray one wrist angel wrist alien also thierry mugler first 5 minute overwhelmed piercing scent almost akin ammonia angel fragrance dried attempted mesh body chemistry smelled like stale cigarette old mocha coffee sadly not make effort purchase would discourage anyone purchase gift love angel sprayit soft sexy aroma lot compliment receivebuy lot compliment evening scent add touch vanilla scent smell even better thought liked fragrance wearing realized not like not know mixed funny pheremones not pleasant made smell like old lady 23 not buying fragrance disappointed lovely scent smelled year elderly aunt finally learned wearing soul angel smell amazing could not get enough lovely longlasting fragrance knowing scent alter person chemistry determined try first spritzed neck wrist mall boy shocked angel not smell nice much musty powderyfair warning try buy wear perfume well perfume oil spray perfume ever gotten compliment literally wear fragrance oil people comment lot perfume wear day pleasure chanel chance eau tendre coach cloe body angel far angel one received omg wearing people actually tap wearing headphone ask perfume one lady even walked briskly catch ask wearingseriously going back high school day cool water hugo bos pleasure still ckone whatever else never received single compliment scent wearing regular perfume found angel men woman always ask wearing perfume oil least one person every time without fail always figured pretty good taste fragrance could never figure never got reaction perfume regardless like ill assume angel work really well body chemistrygranted gotten general always smell good type comment not people rave drool particular fragrance still not receive number compliment wearing certain perfume oil enthusiasm seems greater average lol absolutely love fragrance positive feedback icing cake wearing angel 14 year get many compliment work well day night take one spray wrist rub neck chest fragrance last day long product completely authentic not unlike product might buy online discounter pleased amazon purchase purchasing one thing sure purchasing perfume go actual store try first apply perfume inner wrist let sit least 20 minute smell perfume work differently body chemistry smell good bottle someone else may smell horrible perfume amazing 4 get amount perfume refillable version bottle shape bottle still beautiful star shape like one pictured silver cap top removable refill angel purchased huge discount come little funnel make pouring refill really easy live near somewhere angel sold store refill station called angel source professional refill bottle great discount reason decide change fragrance finish bottle could easily refill something elseone important note fragrance designed smell different different people take day two settle not like fragrance first might want wear day see develops not like angel first smelled favorite always get ton compliment time dab onmost note angel scent thing edible way wearing angel remind others pleasant memory food warm feeling food evokes emotion blended scent top note bergamot jasmine middle note red berry dewberry honey base note patchouli vanilla coumarine chocolate caramel no wonder men love smell fragrance wear find one popular lady first spray not think liked fragranceit little masculine 30 second totally changed something super unique note vanilla sandalwood patchouli thing cannot identify result unique blend smell incredible love scent comprei para uma amiga e ela eacute apaixonada por esse perfume na verdade ela eacute totalmente viciada nele entrega e produto parabeacutens favorite perfume ever smelled also like alien designerif like sweet smell like lolita lempicka curve crush hanae mori love smelland last day strong not need muchand distinctive everyone know angel cuz smell like no perfume really picky perfume not many like even many one like people not smell good angel thierry mugler one absolutely love whenever put make feel good description fragrance refreshing oriental woody touch vanilla sandalwood patchouli guess would agree description although not totally describe know drawn certain fragrance cannot exactly explain whenever wearing even several hour still notice love smell hair wristone thing eau de parfum spray fairly intense spray pulse point still able smell 8 9 hour later sometimes not want heavy ill spray air walk mistalthough used change different fragrance since discovered one one wear nothing else seems come close star shaped bottle really pretty photo not justice year ago wife given gift angel perfume really liked realized much liked continued branch shower gel body lotion since sometimes tough find store glad readily available heredo not know thierry mugler angel product make special manoman like fragrance guess combination citrus vanilla scent maybe mostly vanilla darned appealing actually probably great combination fragrance worn woman love married couple decade awesomethierry mugler product high quality little go long way really get pay forif dude telling go ahead get gift lady like seriously lady like vanilla scent try thisgo one favorite perfume ever love love love love love scent fresh last day bit pricey worth itplus scent conforms body chemistry make unique wife favorite perfume people ask wearing time getting present told nice smell angel like acquired taste many people think fell drop dead love alien year ago aunt wearing compliment much often gave bottle later year tried womanity also fell love missing original angeli bought got delivered home tried almost fainted one ex gfs wore reminded much ughthought ill give go not like ill gift someone glad wore small amount compared use fragrance oh first thierry mugler last forever also angel keep changing day progress smell like patchouly cocconut really strong earlier dayive read ton review woman hate one 20 year one day tried absolutely loved think receptor also ph horomone balance absolutely love 603 think received old bottle whenever spraying new bottle always give pump spray alcohol delicious mist amazon gave full credit called told alcohol absolutely love perfume smell great taste sweet not last day not know perfume also purchased lip gloss like alot best way describe itsomewhat sweet sharp time potent sprayed little wrist husband could smell foot away unfortunately not care iti think bit strong taste,fragrance nit mesh well body chemistry outstanding edp perfume spicey warm scent not favorite lovely not yummy angel refillable bottle better amazing fragrance bom favorite perfume favorite perfume 10 year thierry mugler angel edp perfume buy wife love best perfume sniff sniff acquired taste not angel give gimmie gimmie matter taste,5,Angel by Thierry Mugler for Women - 1.7 Fl Oz EDP Spray Non Refillable,Fragrance,"Brand


Thierry Mugler




Scent


ANGEL, Thierry Mugler




Ingredients


Angel by Thierry Mugler is a Oriental Vanilla fragrance for women. Angel was launched in 1992. Angel was created by Olivier Cresp and Yves de Chirin. Top notes are melon, coconut, mandarin orange, cassia, jasmine, bergamot and cotton candy; middle notes are honey, apricot, blackberry, plum, orchid, peach, jasmine, lily-of-the-valley, red berries and rose; base notes are tonka bean, amber, patchouli, musk, vanilla, dark chocolate and caramel. This perfume is the winner of award FiFi Award Hall Of Fame 2007.Angel by Thierry Mugler is a Oriental Vanilla fragrance for women. Angel was launched in 1992. Angel was created by Olivier Cresp and Yves de Chirin. Top not…

See more





Item Form


Spray




Item Weight


1.7 Ounces",81.42,4.6,2656
850,850,B000WTHKVQ,0.4,0.9,horrible waste money ask never buy not young person scent old fitting middle aged person like weird scented fragrance bad buy celebrity perfume smell really good not surprised smelled one mariah carey found extremely repulsive not think ever smelled fragrance bad certainly not know store able sell one would expect something feminine springy looking purple bottle topped butterfly fragrance actually smell like mold mixed grandma old musk sitting attic nearly two decade sprayed rite aid actually think saw customer crinkling nose disgusted facial expression would never recommend scent given christmas immediately started getting compliment buying perfume year especially amazon continues amazing price like pink sugar fantasy angel princess flowerbomb need try sweet not sweet note marshmallow sea breeze accord bring back childhood memory autumn holiday sea walking along near fairsdespite not overpowering staying power good love colour purple butterfly tattoo think bottle lovelyscent note marshmallow sea breeze accord tahitian tiare gardenia sheer amber patchouli moroccan incense love perume light powdery scent bottle pretty although scent seems fade throughout day night anyway ill tell definitely favorite previously perfume missed much knew needed every time wear get compliment careful sister not steal away flirtyromanticsweet smell not spicy bit floral skin perfume smell like sweet violet marshmallow incense floral expected still enjoy personally not get oceanicaquaticbeachy note heard others describe pretty sent nonetheless longevity could better price okay reapplying love way smell last longer fragrance favorite scent fragrance ever tried anyone unfortunately perfume simply sweet probably fine sweet nothing else lack complexity fragrance interesting would good first perfume 10 12 year old shall donating bottle local salvation army really grew love perfumeall get marshmallowmy favorite balsamic also love not girly sweet opinion mature fragrance always bottle long keep making lovehate relationship celebrity perfume love lot britney spear one hilary duff one several j los often not huge fan celebrity involved not huge mariah carey fan given enjoyed celebrity perfume scent willing give go unfortunately not care scent care mariah carey smell like cake cake musky note cake note prominent first becomes musky cake musk two thing least not go together like cake smell sure great cake not popular not fond foody fan might well like 1oz bottle look tiny cute perfect purse perfume last lot smell femenine mariah lovely sweet almost delicious fragrance husband love nicely scented find smelling wrist throughout day price make even wonderful would definitely purchase one larger size staying power bottle simply adorable purple butterfly top not overly sweet prominent note morroccan incense mature scent one spray go long wayi love oriental scentsand good one bottle lovely girlie love amethyst jewel tone purple even though love bottle not love fragrance held within smell faintly marshmellows violet citronella cinnamon sweet not overtly lie close skin one would get close even smell ittheres also something allergic allergic citronella sure listed ingredient not cup tea sure many love generally like flowery scent read product description thought might like perfume offered goldbox deal surrendered temptation must say spicy scent flowery scent fragrance note read tahitian tiare gardenia amber marshmallow sea breeze accord patchouli moroccan incense must say smell amber moroccan incense anything else not get wrong still nice scent choose reference define scent would say reminds bath body work rather spicier scent like sensual amberi find bottle overall representation little bit childish got perfume birthday love scent sweet girly bottle beautiful love purple butterfly bottle perfect would highly recommend product lady want smell sweet sexy bought sister since favorite probably buying myselfthe smell last hour amazing scent gotten ton compliment every time go wearing not care celebrity perfume mainly seem like gimmick slap celebrity drug store perfume suddenly becomes dept store price back first came thought thing first experienced magazine saw said would marshmallow smell really imagine eye roll time sniffed sample pleasantly surprised sniffed think like sample seen magazine wandered dept store tried store sold wearing ever since every day work play become signature scent get complimented time woman various age even getting coffee one morning lady working stocking coffee bar next stopped ask wearing downfall not really mariah fan people ask wearing respond mariah careys perfume also feel need explain not usually care celebrity perfume not big fan mariah etc etc guess could say wear disclaimer overall scent light sweet not overly touch floral feminine not bubblegum teen kind way allergy cannot take overbearing perfume musky etc work great ran 2 day ago using little tester sample perfume kind liked could not stand anymore ran get another bottle guess could say addicted side note tried mariahs perfume not like,hated perfume smell disgusting mariah best ideal autumnwinter scent great scent loooooove perfume warm violet favorite fragrance generic love food musk not equal good smell good sweet sensuous scent incense beautiful bottle not nice scent little bit different expected love perfume love addicted,4,"M By Mariah Carey Eau De Parfum Spray, 1-Ounce",Fragrance,"Brand


Mariah Carey




Scent


M (Mariah Carey), Mariah Carey




Item Form


Spray




Item Weight


1 Pounds




Item Volume


30 Fluid Ounces",22.27,4.7,97
854,854,B000C1UED0,1.0,1.0,heart set purchasing white diamond perfume read many bad review people not get n purchased recieved smell good spray little last day purchase second bottle shipment fast package nice nice scent last long time always asked wearing like also reasonably priced big fan white diamond ruby one favorite worn thisone year still love would recommend anyone great love smell love getting smell make reminisce every time little spicy smell go well day without wearing unlike perfume husband bought perfume many year ago still favorite smell light room not harsh powering like gentle rain fill air sweet aroma not use much small amount last entire day many people ask perfume using smell pleasant make feel good wear also affordable big plus recommend highly nice let scent pungent say least not make nose cart wheel first smell like tigress perfume back dayremember get weird maybe skin not care absolutly love love love white diamond diamond sahphires piecies one bombed far concerned scent not care diamond emerald either strong gardina ewwwwwim not gardina fan least,smell great always get compliment scent love white diamond ruby great favorite not,5,"Diamonds and Rubies by Elizabeth Taylor for Women, Eau De Toilette Spray, 3.3-Ounce",Fragrance,"Brand


Elizabeth Taylor




Scent


Oriental Floral




Item Form


Spray




Item Weight


0.03 Kilograms




Item Volume


3.3 Fluid Ounces",17.33,4.5,2118
864,864,B000JL69OG,1.2,5.2,buy perfume girlfriend not tell 40 dollar not know people make big deal expensive perfume yeah like really smell better expensive anyway sarah jessica parker perfume really nice scent want smell nice not spend lot money either add touch proper use sophisticated mature scent without smelling old not judge smell coming straight bottle wait little know going smell like notice amber musk anything else little peppery first reminiscent not strong estee lauder dazzling gold settle soft floral like lot probably not consider signature scent still hunt favorite perfume cannot believe cheap amazon considering cost 50 department store happy product no complaint well worth warned friend smelled really bad well sprayed whole hand anyway bottle pretty gray ribbon tester pretty sarah pretty scent horrendousit smell like lovely old moth eatten sock dust bunny attackim fan sarah jessica perfume totally love floral woody tone smell like dirt always wanted buy perfume happy bought perfume smell nice nice perfume every day really love perfume heard much year order really lovely,smell good great staying power even dry skin love blech perfume clean classic,5,"Sara Jessica Parker Lovely For Women, Eau De Parfum Spray, 1.0 Ounce",Fragrance,"Brand


Sarah Jessica Parker




Scent


Lovely, Sarah Jessica Parker




Ingredients


INGREDIENT: lavender, martini, bergamot, mandarin orange, palisander rosewood, patchouli, orchid and narcissus, musk, woodsy, cedar, white amber.INGREDIENT: lavender, martini, bergamot, mandarin orange, palisander rosewood, patchouli, orchid and narcissus, musk, woodsy, cedar, white amber.

See more





Item Form


Spray




Item Weight


1 Ounces",16.29,4.4,481
868,868,B0009OAI1S,1.2,1.4,ever since buying perfume year ago daily ill tell since using fragrance nothing fantastic comment lady men no matter grocery store furniture store working golf country club etc men woman always comment wonderful smell know wearing men asked actually written could buy wife woman ask want buy immediately not exaggerating day went office furniture store make purchase talking man taking info chair ordering lady worked sitting back room no sooner walk store lady say smell good perfume wearing told red door said perfume smell good going buy every single day wear perfume get type commentsalways way look long get many wonderful comment no reason buy wear anything else perfume choice lady must buy men want buy perfume lady life cannot go wrong red door perfume not eau de toilette eau de toilette probably not last long not strong eau de parfume cannot go wrong perfume even mother go buy year ago smelling wearing since 30 50 perfect every age far concerned never love fragrance ever strong give headache devil woman wear perfume good price product although live near marshall tj maxx get whole gift set price 33ounce spray know tried wear fragrance really tried give chance like oldschool heavy hitter fragrance many people find baroque cloying dated example giorgio poison youthdew red door something jar sens something make want run hill andor barf bag individual note lovely rose orchid honey much going fragrance least skin mileage may vary mother went clothing store select perfume stumbled upon perfume loved much almost bought decided not price found online exited bought present exitedshe say last day wonderful scent actually find comforting soft father love well know continue get good product love perfume glad friend told cute bottle tooa red door new perfume love using cologne strong distinctive bouquet one need not use lot keep smelling sweet fresh day long mary update 2nd time ordering received wrong red door sent bottle listed amazon 2489 smell entirely different cologne always purchase worn 25 year not send back due shipping requirement think amazon better check company nice way company make money buy red door store amazon quite not put longerplease not buy company cannot sure getting order cannot return product put garage sale somedayupdate 09262013 well well well new photo seller put receivedthis not orderedbeware buyer seller not believe company still not sent correct cologne ordered paid love love wonderful cologne every time wear get compliment men woman want know worn cologne 20 year never get tired one wonderful scent would always wear want not strong smell die forthank elizabeth arden keep good work please not ever discontinue red doori want thank excellent servicemlp mother wearing red door year decade anyway smell red door reminds mother good thing go along one fabulous scent become part fabric life associate smell holiday birthday maybe even night casino demure soft also underlying allure sure pleaseas retired military spouse mother buying 33 ounce eau de toilette bx base exchange around 30 understand often good value fragrance volume coup seemed find amazon 2300 eligible prime shipping able purchase bottle last minute birthday gift mother doorstep within 2 business dayswhat make outstanding deal ability get free shipping amazon ship warehouse combined super saver shipping though need add something else order get 25 minimum threshold prime member not worry reaching minimum enjoy fast free 2 day ups shippingthis item stay list favorite well turn amazon whenever need using fragrance several year love red door elizabeth arden white diamond elizabeth taylor two favorite cologne disagree negative comment product not feel strongscented course cologne perfume little go long way cologne applied liberally strong overpowering opinion problem scent getting weaker weaker year apply three time day back ninety apply not spending hard earned money something use 3x much get effect used not one noticing weak watered version perfume day elizabeth arden trending way perfume someone noticed 5th avenue perfume not buying another bottle sure good luck elizabeth arden woman know difference red door put poison giorgio shame one spray announce arrival youit open honeydrenched white florals morphs rose bit soapy eventually bit powdery take long time dry pleasant wearable 2 hoursif like extravagant florals one might glad opened red door doubt ill going keep red door closed however love versionred door velvet elizabeth arden woman eau de parfum spray 33ounce bottle,red door perfume must age hate perfume polarizing scent negative pole mother raved new fav sweet smell success recived wrong item not return love love cologne would never wear anything else mom delighted price delighted prime eligible love cologne great scent closed red door,5,Red Door By Elizabeth Arden For Women,Fragrance,"Brand


Elizabeth Arden




Scent


Oriental Floral




Ingredients


ALCOHOL DENAT., PARFUM/FRAGRANCE, WATER/AQUA/EAU, ALPHA-ISOMETHYL IONONE, BENZYL SALICYLATE, PROPYLENE GLYCOL, BENZYL ALCOHOL, BENZYL BENZOATE, BUTYLPHENYL METHYLPROPIONAL, CINNAMYL ALCOHOL, COUMARIN, EUGENOL, EVERNIA FURFURACEA (TREEMOSS) EXTRACT, FARNESOL, GERANIOL, HYDROXYCITRONELLAL, ISOEUGENOL, LINALOOL, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL METHOXYCINNAMATE, ETHYLHEXYL SALICYLATE, EXT. VIOLET 2 (CI 60730), RED 4 (CI 14700), YELLOW 5 (CI 19140).ALCOHOL DENAT., PARFUM/FRAGRANCE, WATER/AQUA/EAU, ALPHA-IS…

See more





Item Form


Spray




Item Weight


100 Grams",72.0,4.7,4790
885,885,B000C235LW,0.9,1.1,know awful oldlady smell gag every time store group people yep bought friend last christmas really enjoyed fragrance recommend 100 sure not like musk heavy patchouli smell wind song fresh clean shower powder smell feminine wind song understated yet pleasant fragrance making almost bargain price base many comparable spray might intrusive one delicate easy like 4 star first met sweetheart 1976 windsong popular heavily advertized scent wife using first met 32 year still know distinct scent everyone know life long friend kindergartener wifei tried several time year buy expensive designer scent never wear even identifies scentif ever stop making world never samethis not scent work everybody try see windsong make unforgetable used wear year ago sort forgot recently bought remember used wear time light refreshing really clean smell excellent price amazon cheapest price could find anywhere else online wow pleasant surprise unlike website often ship old product new fresh one could expect filled brim love love timeless smellstill smell always formula not changed always affordable,disgusting great christmas gift clean fresh everyday cannot seem forget wind song cologne perfect condition not old product wind song prince matchabelli woman cologne spray natural 26 ounce,1,Wind Song By Prince Matchabelli For Women. Cologne Spray Natural 2.6 Ounces,Fragrance,"Brand


Prince Matchabelli




Scent


Wind Song




Ingredients


Sd Alcohol 39 C, Fragrance, Water, Benzophenone-2, Fd&c Yellow No. 5, Fd&c Yellow No. 6.




Item Form


Spray




Item Weight


0.36 Grams",14.97,4.7,1649
891,891,B000C1VX5S,1.3,1.3,fragrance mom favorite say always get compliment wear amazon great price compared store purchase easy decision product made feel felt day fell love every woman product use oneinalife time feeling love bought gift mother day mother wear signature scent ran outat first application strong no alcohol smell last 6 hour box bottle look spot would get department store half pricevery happy purchasei batting 6 8 amazon authentic scent colognesperfumethank amazon5 star smelllongevityauthenticity price started indecenze course discontinued dug heel long time truly amazed much liked organza tried husband like plus usually not like perfume lovely floral scent touch underlying warmth definitely great signature fragrance anyone give try probably like one mom alltime favorite fragrance ran year ago not able find since mentioned month back really missed would love get hand another bottle would not tell get christmas told well know exactly get promptly placed order ammie concerned reading comment inauthenticity buyer fragrance typically sold thirdparty vendor might fakeout made china knew however soon mom opened box excited could see sighed deep pleasure scent ammie not left cold amazon came rescue mom blissfully happy every time opened bottle spritzed coveted scent bubbling joy yesterday walked past daily spritz quietly said best christmas gift evercuz mama happy everyone happy amazon come yet countless time past thanks amazon happy holiday best perfume ever no seriously woman last long time not cheap imitation either received real thing amazon asked perfect stranger including men perfume wearing time not new fragrance classic used fragrance many year love glad get large bottle,mom favorite love authentic 33 oz bought amazon llc lovely scent real thing bought amazoncom vendor organza love fragrance,5,Organza By Givenchy For Women. Eau De Parfum Spray 3.3 Ounces,Fragrance,"Brand


Givenchy




Scent


Oriental Floral




Item Form


Spray




Item Weight


94 Grams




Item Volume


3.3 Fluid Ounces",59.62,4.6,2092
918,918,B000C1Z2D2,0.2,0.2,bought boyfriend birthday present love matter fact scent wear beautiful smell great value packaging husband favorite cologne always looking save bit buying started husband wearing 1993 never stopped since always keep extra one hand found travel size started wearing obsession year not worn 10 year thinking smell even better remember one scent not get tired throughout day little wrist neck last better part day last time store even heard girl checkout counter walking away say 34dang smelled really good34 not know smell incredibly good unfortunately smelling like lot guy not bother safe cologne buy want smell great nice perfume nice smell went kohl daughter spray hand started looking price finally found reasonable price amazon purchased 2 bottle goodits long last least 68hours ok body hp finest calvin klein colognesthe cologne well blended add masculinity scent elegant seductivecomposed cinnamon vanilla amber dominated one attract attention people good way charm elegance seduction fragrance awesome plus come great sillage longevity unlike ck line bad part bottle really simple old school rather spartan reflects simplicity seductive manly scent obsession love thisgoing way back wanted something old school husband not everyone wearing anymore bottle promised huge deal 19 use sneak father cologne time one favorite wore high school smell great decided pick good price smell really good recommend arrived 1 day not pay express shipping anything guess close maybe anyways buy good deal great scent best cologne ever hand wearing since 80 signature scent although recently expanded cologne wellive no end compliment year never anyone say not like woman seem gravitate favor get bottle understand mean good scent everyone around like scent would recommend sure think calvin klein make good colon discontinued perfume ck still continues favorite occasionsa hint sandalwood fragrance along spicy flavor intense go easy much apply,really nice gift favorite husband fav guy classic smell work incredibly well skin excellent classic nice smell great cologne love classic best cologne ever obsessed smell mesmerizingbut strong,5,Calvin Klein Obsession for Men Eau de Toilette,Fragrance,"Brand


Calvin Klein




Scent


Sandalwood, Lavender, Musk , Spices, Myrrh, Mandarin, Bergamot, Patchouli




Ingredients


Mandarin and spice with low tones of musk sandalwood and amber.




Item Form


Liquid




Item Weight


0.47 Ounces",65.0,4.7,5568
928,928,B000LRISO2,0.0,0.0,not sure rating low nice scent really purchased bottle replacement dad old one tiny little thing defiantly get money worth order amazon got cologne unbvelievable price amazon man man cologne strong not overbearing not paul lumber jackget drift really smell nice last longer not worn scent almost 30 year price great thescent sophisticated hint spice cologne personal choicebut like halston place purchase smell perfume sears mistake daughter spray hand cost high sears remember name took picture perfume packing ordered amazon good deal quick shipment not free ordered stuff fulfills amazon free shipping policyi recommended perfume others remember smell stay hour not day night spray twice day want stay body least 8hrs spray twice daysmell want sure buy need good smell perfumeremember perfume smell similar obsession calvin klein edt spray men asin b000hzqwfu 2 similar fragrance nowhp hlston always preffered choice deodorant stick cologne reminds smooky woody cedar smell love never expected big box know much brand cost great deal producti loved smell men cologne big bottle not running anytime soonthats love amazon roll high roller beer budget lolhighly recommendvery happy bought cousin loved used could not happier,nice gift halston z14 cologne good smell not long lasting love smooky smell wow great gift,5,Halston Z-14 by Halston for Men 4.2 oz Cologne Spray,Fragrance,"Brand


HALSTON




Scent


HALSTON Z-14, Halston




Ingredients


Cedar amber and lasting citrus.




Item Form


Spray




Item Weight


320 Grams",23.18,4.5,1947
948,948,B000C1VSUS,1.4,1.6,boy always complaining cologneso saw big bottle see holy cow huge not mention scent boy favoriteboth high school always telling girl love smell even guy want know wearing fianceacutes favorite cologne nice find size big price love smell cologne highly recommend male shopper female buyer looking guy love smell last day smell fresh gotten many compliment id purchase sure run always get husband smell good need alittle last day favorite cologne husband would great gift guy age wearing cologne year price could not go wrong still smell great scent guy use wear first started dating needle say ran went bought big bottle love smell cologne not strong sweet always get compliment question wearing,huge bottle love price chrome love love love cologne still smell great like always love guy love,5,Azzaro Chrome Eau de Toilette - Cologne for Men,Fragrance,"Brand


Azzaro




Scent


The citrus accord of bergamot are balanced with aquatic notes and intense woods for an easy to wear mens fragrance.The citrus accord of bergamot are balanced with aquatic notes and intense woods for an easy…

See more





Ingredients


Alcohol, Parfum/Fragrance, Aqua/Water/Eau, Ethylhexyl, Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, BHT, Limonene, Butylphenyl Methylpropional, Coumarin, Benzyl Benzoate, Evernia Prunastri (Oakmoss) Extract, Geraniol, Citral, Isoeugenol, CI 60730/Ext. Violet 2, CI 42090/Blue 1, CI 19140/Yellow 5, [C0967C].Alcohol, Parfum/Fragrance, Aqua/Water/Eau, Ethylhexyl, Methoxycinnamate, Butyl Meth…

See more





Item Form


Spray




Item Weight


1 Pounds",122.0,4.7,3995
949,949,B0009OAHRS,0.2,0.5,exactly looking good price look good also know product good quality sale amazon used stuff year love smell everyone else show recommend everyone not strong overpowering cologne nice cool pleasant last evenly depending body performance sweat alotit wash average last awhile lingering sweet smell lady ask wearing got boyfriend christmas love clean fresh scent not overwhelming scent smell good everytime son wear gf go crazy himshe really love cologne son wearsshe told buy wonderful scent barrelsthats much like iti told barrel would buy iteven woman apartment building asked cologne son wearing buy husbandsso told name buy nowhere amazongreat deal great saving amazon typically order cologne amazon selection incredible price impressive recognize name brand designer fragrance see 20 buck take chance order even no clue smell like understanding fragrance unique one body chemistry lucky not disappointment scent clean fresh light exotic time not strong even long day scent still subltle enough notice arrived promptly excellent condition usual nice fragrance size get price amazingonly complain not stay longmaybe 23 hourswould order satisfied purchase smell great fresh clean touch powder yet still notably masculine overall bottle look great well spray applicator work flawlessly would given 5 star instead 4 not fact scent leaf three hour guess not bad would definitely make purchase awesome scent lucky everyday type cologne not cost lot smell good something collection no regret help save special cologne special occasion tried see smell fragrance good strong must say maybe ill wear spray ill rate average lucky lucky initally bought heck le 2000 told 34i afford disappointed le twenty buck purchase34 surprisethis fragrance said 34im not cheap date moron34 citrusy calming needle say knocked foot many compliment reference colognei dare say many not tried 34wake up34 may well get lucky bought husband christmas gift said smelled nice kind weak compared cologne actually bought name 34lucky you34 hoped going impress butehnot much bought husband christmas loved scent not strong last day,good cologne ill use lucky cologne great scent amazing light clean subtle nice fragrance smell fresh little powder still slightly masculine everyday type cologne ok love allright love scent,4,"LUCKY You Cologne Spray for Men, Day or Night Casual Scent with Bamboo Stem Fragrance Notes, 3.4 Ounce",Fragrance,"Brand


LUCKY




Scent


LUCKY YOU, Liz Claiborne




Ingredients


Alcohol Denat., Fragrance (Parfum), Water (Aqua), t-Butyl Alcohol, Denatonium Benzoate




Item Form


Spray




Item Weight


11.2 Ounces",19.63,4.6,6890
